Tconst,Const,Name,Year,Rating,Genre
tt1734493,nm0089217,Unlocked,2017,6.3,"Action, Thriller"
tt1519931,nm0089217,Haven,2004,5.7,"Crime, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller"
tt4495098,nm0089217,Gran Turismo,2023,7.1,"Action, Adventure, Drama, Sport"
tt0120737,nm0005212,The Lord of the Rings: The Fellowship of the Ring,2001,8.9,"Adventure, Drama, Fantasy"
tt0120684,nm0005212,Gods and Monsters,1998,7.3,"Biography, Drama"
tt0167260,nm0005212,The Lord of the Rings: The Return of the King,2003,9,"Adventure, Drama, Fantasy"
tt0114279,nm0005212,Richard III,1995,7.3,"Drama, Sci-Fi, War"
tt0167261,nm0005212,The Lord of the Rings: The Two Towers,2002,8.8,"Adventure, Drama, Fantasy"
tt0376994,nm0005212,X-Men: The Last Stand,2006,6.6,"Action, Adventure, Sci-Fi"
tt3168230,nm0005212,Mr. Holmes,2015,6.8,"Crime, Drama, Family, Mystery, Thriller"
tt0120903,nm0005212,X-Men,2000,7.3,"Action, Adventure, Sci-Fi"
tt0382625,nm0005212,The Da Vinci Code,2006,6.6,"Mystery, Thriller"
tt0118636,nm0005212,Apt Pupil,1998,6.7,"Crime, Drama, Thriller"
tt0290334,nm0005212,X2: X-Men United,2003,7.4,"Action, Sci-Fi, Thriller"
tt0903624,nm0005212,The Hobbit: An Unexpected Journey,2012,7.8,"Adventure, Fantasy"
tt1170358,nm0005212,The Hobbit: The Desolation of Smaug,2013,7.8,"Adventure, Fantasy"
tt0424095,nm0005212,Flushed Away,2006,6.6,"Animation, Action, Adventure, Comedy, Drama, Family, Romance"
tt1877832,nm0005212,X-Men: Days of Future Past,2014,7.9,"Action, Adventure, Sci-Fi, Thriller"
tt2771200,nm0005212,Beauty and the Beast,2017,7.1,"Adventure, Family, Fantasy, Musical, Romance"
tt2310332,nm0005212,The Hobbit: The Battle of the Five Armies,2014,7.4,"Adventure, Fantasy"
tt5563334,nm0005212,The Good Liar,2019,6.7,"Crime, Drama, Mystery, Thriller"
tt7908628,nm0005212,The Shadow,1994,6,"Comedy, Fantasy, Horror"
tt0107362,nm0005212,Last Action Hero,1993,6.5,"Action, Adventure, Comedy, Fantasy"
tt0120746,nm0000104,The Mask of Zorro,1998,6.8,"Action, Adventure, Comedy, Romance, Thriller, Western"
tt12887846,nm0000104,The Skin I Live In,2011,7.6,Short
tt0120657,nm0000104,The 13th Warrior,1999,6.6,"Action, Adventure, History"
tt0112851,nm0000104,Desperado,1995,7.1,"Action, Crime, Drama, Thriller, Western"
tt0285823,nm0000104,Once Upon a Time in Mexico,2003,6.3,"Action, Crime, Thriller"
tt0101026,nm0000104,Tie Me Up! Tie Me Down!,1989,7,"Comedy, Crime, Drama, Romance"
tt3915174,nm0000104,Puss in Boots,2011,6.6,"Animation, Action, Adventure, Comedy, Family, Fantasy"
tt0446046,nm0000104,Take the Lead,2006,6.6,"Drama, Music"
tt8291806,nm0000104,Pain and Glory,2019,7.5,Drama
tt3960394,nm0000104,Interview with the Vampire,1994,7.5,"Drama, Fantasy, Horror, Romance"
tt17157680,nm0000104,Women on the Verge of a Nervous Breakdown,1988,7.5,Comedy
tt0116250,nm0000104,Evita,1996,6.3,"Biography, Drama, History, Musical"
tt1971325,nm0000104,Automata,2014,6,"Action, Drama, Sci-Fi, Thriller"
tt3915174,nm0000104,Puss in Boots: The Last Wish,2022,7.8,"Animation, Action, Adventure, Comedy, Family, Fantasy"
tt0298148,nm0000104,Shrek 2,2004,7.4,"Animation, Adventure, Comedy, Family, Fantasy, Romance"
tt0227538,nm0000104,Spy Kids,2001,5.6,"Action, Adventure, Comedy, Family, Sci-Fi"
tt0386140,nm0000104,The Legend of Zorro,2005,6,"Action, Adventure, Romance, Thriller, Western"
tt32252772,nm0000104,Original Sin,2001,6,"Crime, Drama, Mystery"
tt2006295,nm0000104,The 33,2015,6.9,"Biography, Drama, History"
tt2333784,nm0000104,The Expendables 3,2014,6.1,"Action, Adventure, Comedy, Crime, Thriller"
tt0209144,nm0001602,Memento,2000,8.4,"Mystery, Thriller"
tt0119488,nm0001602,L.A. Confidential,1997,8.2,"Crime, Drama, Mystery, Thriller"
tt2345737,nm0001602,The Rover,2014,6.4,"Action, Crime, Drama, Sci-Fi"
tt0887912,nm0001602,The Hurt Locker,2008,7.5,"Drama, Thriller, War"
tt29547746,nm0001602,The Count of Monte Cristo,2002,7.7,Drama
tt1592525,nm0001602,Lockout,2012,6,"Action, Sci-Fi, Thriller"
tt1504320,nm0001602,The King's Speech,2010,8,"Biography, Drama, History"
tt0421238,nm0001602,The Proposition,2005,7.3,"Crime, Drama, Western"
tt0268695,nm0001602,The Time Machine,2002,6,"Action, Adventure, Sci-Fi"
tt1446714,nm0001602,Prometheus,2012,7,"Adventure, Mystery, Sci-Fi"
tt1300854,nm0001602,Iron Man 3,2013,7.1,"Action, Adventure, Sci-Fi"
tt0988047,nm0001602,Traitor,2008,6.9,"Action, Crime, Drama, Thriller"
tt0898367,nm0001602,The Road,2009,7.2,"Drama, Thriller"
tt0109045,nm0001602,"The Adventures of Priscilla, Queen of the Desert",1994,7.5,"Comedy, Music"
tt1895315,nm0001602,Brimstone,2016,7,"Thriller, Western"
tt5574490,nm0001602,Animal Kingdom,2010,7.2,"Crime, Drama"
tt1634106,nm0001602,Bloodshot,2020,5.7,"Action, Adventure, Sci-Fi"
tt1214962,nm0001602,Seeking Justice,2011,6.1,"Action, Drama, Mystery, Thriller"
tt0129332,nm0001602,Ravenous,1999,6.9,"Adventure, Drama, Horror, Western"
tt0960731,nm0001602,Bedtime Stories,2008,6,"Adventure, Comedy, Family, Fantasy, Romance, Sci-Fi"
tt0110912,nm0000168,Pulp Fiction,1994,8.9,"Crime, Drama"
tt3460252,nm0000168,The Hateful Eight,2015,7.8,"Crime, Drama, Mystery, Thriller, Western"
tt4154664,nm0000168,Captain Marvel,2019,6.8,"Action, Adventure, Sci-Fi"
tt2802144,nm0000168,Kingsman: The Secret Service,2014,7.7,"Action, Adventure, Comedy, Thriller"
tt0417148,nm0000168,Snakes on a Plane,2006,5.5,"Action, Adventure, Crime, Thriller"
tt0120768,nm0000168,The Negotiator,1998,7.3,"Action, Crime, Drama, Mystery, Thriller"
tt0119396,nm0000168,Jackie Brown,1997,7.5,"Crime, Drama, Thriller"
tt0393162,nm0000168,Coach Carter,2005,7.3,"Biography, Drama, Sport"
tt0217869,nm0000168,Unbreakable,2000,7.3,"Drama, Mystery, Sci-Fi, Thriller"
tt0117913,nm0000168,A Time to Kill,1996,7.5,"Crime, Drama, Thriller"
tt6111130,nm0000168,S.W.A.T.,2003,6.1,"Action, Adventure, Crime, Drama, Thriller"
tt0116908,nm0000168,The Long Kiss Goodnight,1996,6.8,"Action, Crime, Drama, Mystery, Thriller"
tt1843866,nm0000168,Captain America: The Winter Soldier,2014,7.7,"Action, Adventure, Sci-Fi, Thriller"
tt0489099,nm0000168,Jumper,2008,6.1,"Action, Adventure, Sci-Fi, Thriller"
tt0848228,nm0000168,The Avengers,2012,8,"Action, Sci-Fi"
tt0364569,nm0000168,Oldboy,2013,5.8,"Action, Drama, Mystery, Thriller"
tt0107290,nm0000168,Jurassic Park,1993,8.2,"Action, Adventure, Sci-Fi, Thriller"
tt6823368,nm0000168,Glass,2019,6.6,"Drama, Horror, Sci-Fi, Thriller"
tt0264472,nm0000168,Changing Lanes,2002,6.5,"Drama, Thriller"
tt0227984,nm0000168,Formula 51,2001,6.3,"Action, Comedy, Crime, Thriller"
tt1041829,nm0000113,The Proposal,2009,6.8,"Comedy, Drama, Romance"
tt0212346,nm0000113,Miss Congeniality,2000,6.3,"Action, Comedy, Crime, Romance"
tt0111257,nm0000113,Speed,1994,7.3,"Action, Adventure, Thriller"
tt1454468,nm0000113,Gravity,2013,7.7,"Drama, Sci-Fi, Thriller"
tt0114924,nm0000113,While You Were Sleeping,1995,6.8,"Comedy, Drama, Romance"
tt0878804,nm0000113,The Blind Side,2009,7.6,"Biography, Drama, Sport"
tt0115964,nm0000113,Crash,2004,7.7,Drama
tt0113957,nm0000113,The Net,1995,6,"Action, Crime, Drama, Mystery, Thriller"
tt0313737,nm0000113,Two Weeks Notice,2002,6.2,"Comedy, Romance"
tt2404463,nm0000113,The Heat,2013,6.6,"Action, Comedy, Crime"
tt0119313,nm0000113,Hope Floats,1998,6,"Drama, Romance"
tt0385307,nm0000113,Miss Congeniality 2: Armed & Fabulous,2005,5.2,"Action, Comedy, Crime"
tt0881891,nm0000113,All About Steve,2009,4.8,"Comedy, Romance"
tt0410297,nm0000113,The Lake House,2006,6.8,"Drama, Fantasy, Romance"
tt0117913,nm0000113,A Time to Kill,1996,7.5,"Crime, Drama, Thriller"
tt0289043,nm0000113,28 Days,2000,6.1,"Drama, Horror, Sci-Fi, Thriller"
tt0120179,nm0000113,Speed 2: Cruise Control,1997,4,"Action, Adventure, Crime, Romance, Thriller"
tt2737304,nm0000113,Bird Box,2018,6.6,"Horror, Mystery, Sci-Fi"
tt13320622,nm0000113,The Lost City,2022,6.1,"Action, Adventure, Comedy, Romance"
tt0477302,nm0000113,Extremely Loud & Incredibly Close,2011,6.9,"Adventure, Drama, Mystery"
tt0098635,nm0000212,When Harry Met Sally...,1989,7.7,"Comedy, Drama, Romance"
tt0128853,nm0000212,You've Got Mail,1998,6.7,"Comedy, Drama, Romance"
tt0108160,nm0000212,Sleepless in Seattle,1993,6.8,"Comedy, Drama, Romance"
tt0120632,nm0000212,City of Angels,1998,6.7,"Drama, Fantasy, Romance"
tt0118617,nm0000212,Anastasia,1997,7.1,"Animation, Adventure, Drama, Family, Fantasy, Musical, Mystery, Romance"
tt0113117,nm0000212,French Kiss,1995,6.6,"Comedy, Drama, Romance"
tt0228750,nm0000212,Proof of Life,2000,6.3,"Action, Drama, Thriller"
tt0092099,nm0000212,Top Gun,1986,6.9,"Action, Drama"
tt0035423,nm0000212,Kate & Leopold,2001,6.4,"Comedy, Fantasy, Romance"
tt0099892,nm0000212,Joe Versus the Volcano,1990,5.9,"Comedy, Romance"
tt0118556,nm0000212,Addicted to Love,1997,6.1,"Comedy, Romance"
tt0115956,nm0000212,Courage Under Fire,1996,6.6,"Action, Drama, Mystery, Thriller, War"
tt0111693,nm0000212,When a Man Loves a Woman,1994,6.6,"Drama, Romance"
tt0101761,nm0000212,The Doors,1991,7.2,"Biography, Drama, Music"
tt0093260,nm0000212,Innerspace,1987,6.8,"Action, Adventure, Comedy, Sci-Fi, Thriller"
tt0430770,nm0000212,The Women,2008,5,"Comedy, Drama"
tt0199626,nm0000212,In the Cut,2003,5.4,"Mystery, Thriller"
tt0419843,nm0000212,In the Land of Women,2007,6.4,"Comedy, Drama, Romance"
tt0110099,nm0000212,I.Q.,1994,6.2,"Comedy, Romance"
tt3501590,nm0000212,Ithaca,2015,5.5,"Drama, War"
tt0418279,nm1083271,Transformers,2007,7.1,"Action, Adventure, Sci-Fi"
tt0100758,nm1083271,Teenage Mutant Ninja Turtles,2014,5.8,"Action, Adventure, Comedy, Family, Sci-Fi"
tt1131734,nm1083271,Jennifer's Body,2009,5.5,"Comedy, Horror"
tt3949660,nm1083271,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,5.9,"Action, Adventure, Comedy, Crime, Fantasy, Sci-Fi"
tt1075747,nm1083271,Jonah Hex,2010,4.7,"Action, Drama, Fantasy, Thriller, Western"
tt3291150,nm1083271,The Expendables 4,2023,4.8,"Action, Adventure, Thriller, War"
tt1645170,nm1083271,The Dictator,2012,6.5,Comedy
tt24871974,nm1083271,Subservience,2024,5.3,"Sci-Fi, Thriller"
tt0361467,nm1083271,Confessions of a Teenage Drama Queen,2004,4.7,"Comedy, Family, Music, Romance"
tt11804152,nm1083271,Till Death,2021,5.9,Thriller
tt1720616,nm1083271,Friends with Kids,2011,6.1,"Comedy, Drama, Romance"
tt0366025,nm1083271,Hope & Faith,2003,5.5,"Comedy, Family"
tt14875820,nm1083271,Johnny & Clyde,2023,2.4,"Action, Adventure, Crime, Drama, Thriller"
tt1396221,nm1083271,Passion Play,2010,4.5,"Drama, Fantasy, Horror, Romance"
tt10405370,nm1083271,Rogue,2020,4.2,"Action, Drama, Thriller, War"
tt26862060,nm1083271,Mortal Kombat 1,2023,8.2,"Action, Adventure, Fantasy, Horror, Sci-Fi, Sport"
tt1015475,nm1083271,Transformers: The Game,2007,5.6,"Action, Adventure, Sci-Fi"
tt0297169,nm1083271,Holiday in the Sun,2001,5,"Comedy, Crime, Family, Romance"
tt11656220,nm1083271,Midnight in the Switchgrass,2021,4.6,"Crime, Mystery, Thriller"
tt1881109,nm1083271,Zeroville,2019,4.6,"Comedy, Drama, Mystery"
tt0203009,nm0000173,Moulin Rouge!,2001,7.6,"Drama, Musical, Romance"
tt0274558,nm0000173,The Hours,2002,7.5,"Drama, Romance"
tt5822112,nm0000173,Rabbit Hole,2010,7,"Action, Drama, Thriller"
tt0159365,nm0000173,Cold Mountain,2003,7.2,"Adventure, Drama, Romance, War"
tt0276919,nm0000173,Dogville,2003,8,"Crime, Drama"
tt0230600,nm0000173,The Others,2001,7.6,"Horror, Mystery, Thriller"
tt0120663,nm0000173,Eyes Wide Shut,1999,7.5,"Drama, Mystery, Thriller"
tt5715874,nm0000173,The Killing of a Sacred Deer,2017,7,"Drama, Horror, Mystery, Thriller"
tt4995540,nm0000173,Being the Ricardos,2021,6.5,"Biography, Drama"
tt0057733,nm0000173,Bewitched,2005,4.8,"Comedy, Family, Fantasy, Romance"
tt13186482,nm0000173,Lion,2016,8,"Animation, Adventure, Drama, Family, Fantasy, Musical"
tt0114681,nm0000173,To Die For,1995,6.8,"Comedy, Crime, Drama, Thriller"
tt1682180,nm0000173,Stoker,2013,6.7,"Drama, Thriller"
tt1496422,nm0000173,The Paperboy,2012,5.7,"Crime, Drama, Mystery, Thriller"
tt0112462,nm0000173,Batman Forever,1995,5.4,"Action, Adventure"
tt0066819,nm0000173,The Beguiled,2017,6.3,"Drama, Thriller, War"
tt0427392,nm0000173,The Invasion,2007,5.9,"Sci-Fi, Thriller"
tt2058107,nm0000173,The Railway Man,2013,7.1,"Biography, Drama, Romance, War"
tt0104231,nm0000173,Far and Away,1992,6.6,"Adventure, Drama, Romance, Western"
tt0385752,nm0000173,The Golden Compass,2007,6.1,"Adventure, Family, Fantasy"
tt0416449,nm0124930,300,2006,7.6,"Action, Drama"
tt1197624,nm0124930,Law Abiding Citizen,2009,7.4,"Action, Crime, Drama, Thriller"
tt0293508,nm0124930,The Phantom of the Opera,2004,7.2,"Drama, Musical, Romance, Thriller"
tt1038919,nm0124930,The Bounty Hunter,2010,5.5,"Action, Comedy, Romance"
tt3300542,nm0124930,London Has Fallen,2016,5.9,"Action, Thriller"
tt2404233,nm0124930,Gods of Egypt,2016,5.4,"Action, Adventure, Drama, Fantasy"
tt1142988,nm0124930,The Ugly Truth,2009,6.4,"Comedy, Romance"
tt6189022,nm0124930,Angel Has Fallen,2019,6.4,"Action, Thriller"
tt2302755,nm0124930,Olympus Has Fallen,2013,6.5,"Action, Thriller"
tt1259528,nm0124930,Den of Thieves,2018,7,"Action, Crime, Drama, Thriller"
tt1032755,nm0124930,RocknRolla,2008,7.2,"Action, Crime, Thriller"
tt1981128,nm0124930,Geostorm,2017,5.3,"Action, Sci-Fi, Thriller"
tt1034032,nm0124930,Gamer,2009,5.7,"Action, Sci-Fi, Thriller"
tt26743210,nm0124930,How to Train Your Dragon,2010,8.1,"Action, Adventure, Comedy, Drama, Family, Fantasy"
tt0431308,nm0124930,P.S. I Love You,2007,7,"Comedy, Drama, Romance"
tt1646971,nm0124930,How to Train Your Dragon 2,2014,7.8,"Animation, Action, Adventure, Comedy, Family, Fantasy"
tt2386490,nm0124930,How to Train Your Dragon: The Hidden World,2019,7.4,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy"
tt0253556,nm0124930,Reign of Fire,2002,6.2,"Action, Adventure, Fantasy, Thriller"
tt0300556,nm0124930,Timeline,2003,5.6,"Action, Adventure, Sci-Fi, War"
tt0325703,nm0124930,Lara Croft: Tomb Raider - The Cradle of Life,2003,5.5,"Action, Adventure, Fantasy"
tt1615147,nm0048932,Margin Call,2011,7.1,"Drama, Thriller"
tt1196946,nm0048932,The Mentalist,2008,8.2,"Crime, Drama, Mystery, Thriller"
tt0458352,nm0048932,The Devil Wears Prada,2006,6.9,"Comedy, Drama"
tt0418819,nm0048932,Land of the Dead,2005,6.2,"Horror, Sci-Fi, Thriller"
tt0199753,nm0048932,Red Planet,2000,5.7,"Action, Sci-Fi, Thriller"
tt14403504,nm0048932,Breath,2017,6.7,Drama
tt0119488,nm0048932,L.A. Confidential,1997,8.2,"Crime, Drama, Mystery, Thriller"
tt0406816,nm0048932,The Guardian,2001,7.4,"Adventure, Drama"
tt0437777,nm0048932,Something New,2006,6.6,"Comedy, Drama, Romance"
tt0377109,nm0048932,The Ring Two,2005,5.4,"Horror, Mystery"
tt0954947,nm0048932,The Killer Inside Me,2010,6.1,"Crime, Drama, Mystery, Thriller"
tt2244901,nm0048932,I Give It a Year,2013,5.7,"Comedy, Romance"
tt0497972,nm0048932,Sex and Death 101,2007,5.9,"Comedy, Drama, Fantasy, Romance"
tt21833834,nm0048932,Limbo,2023,6.1,"Crime, Drama, Mystery, Thriller"
tt1127221,nm0048932,Not Forgotten,2009,4.7,"Horror, Thriller"
tt0134154,nm0048932,Ride with the Devil,1999,6.7,"Drama, Romance, War, Western"
tt0017075,nm0048932,The Lodger,2009,5.7,"Crime, Drama, Mystery, Thriller"
tt0242252,nm0048932,The Affair of the Necklace,2001,6,"Drama, History, Romance"
tt9286908,nm0048932,High Ground,2020,6.5,"Action, Drama, Thriller, Western"
tt0217032,nm0048932,Secret Men's Business,1999,6.4,Drama
tt0259711,nm0000139,Vanilla Sky,2001,6.9,"Fantasy, Mystery, Romance, Sci-Fi, Thriller"
tt0129387,nm0000139,There's Something About Mary,1998,7.1,"Comedy, Romance"
tt0160127,nm0000139,Charlie's Angels,2000,5.6,"Action, Adventure, Comedy, Crime, Thriller"
tt0119738,nm0000139,My Best Friend's Wedding,1997,6.4,"Comedy, Drama, Romance"
tt1284575,nm0000139,Bad Teacher,2011,5.7,"Comedy, Romance"
tt0305357,nm0000139,Charlie's Angels: Full Throttle,2003,4.9,"Action, Adventure, Comedy, Crime"
tt1956620,nm0000139,Sex Tape,2014,5.1,"Comedy, Romance"
tt2193215,nm0000139,The Counselor,2013,5.4,"Action, Adventure, Crime, Drama, Mystery, Thriller"
tt2203939,nm0000139,The Other Woman,2014,6,"Comedy, Romance"
tt0457939,nm0000139,The Holiday,2006,7,"Comedy, Romance"
tt1033643,nm0000139,What Happens in Vegas,2008,6.1,"Comedy, Romance"
tt0120601,nm0000139,Being John Malkovich,1999,7.7,"Comedy, Drama, Fantasy"
tt0146838,nm0000139,Any Given Sunday,1999,6.9,"Drama, Sport"
tt1013743,nm0000139,Knight and Day,2010,6.3,"Action, Adventure, Comedy"
tt0083564,nm0000139,Annie,2014,5.4,"Comedy, Drama, Family, Musical"
tt0253867,nm0000139,The Sweetest Thing,2002,5.2,"Comedy, Romance"
tt0126029,nm0000139,Shrek,2001,7.9,"Animation, Adventure, Comedy, Family, Fantasy, Romance"
tt1078588,nm0000139,My Sister's Keeper,2009,7.3,"Drama, Family"
tt0388125,nm0000139,In Her Shoes,2005,6.5,"Comedy, Drama, Romance"
tt0110475,nm0000139,The Mask,1994,7,"Comedy, Crime, Fantasy"
tt1598828,nm0001337,One for the Money,2012,5.3,"Action, Comedy, Crime, Mystery, Thriller"
tt0478311,nm0001337,Knocked Up,2007,6.9,"Comedy, Romance"
tt1142988,nm0001337,The Ugly Truth,2009,6.4,"Comedy, Romance"
tt0413573,nm0001337,Grey's Anatomy,2005,7.6,"Drama, Romance"
tt0988595,nm0001337,27 Dresses,2008,6.1,"Comedy, Romance"
tt5537002,nm0001337,Killers,2010,5.5,"Crime, Drama, History, Mystery, Romance, Western"
tt1055292,nm0001337,Life as We Know It,2010,6.5,"Comedy, Drama, Romance"
tt0144120,nm0001337,Bride of Chucky,1998,5.6,"Comedy, Horror, Thriller"
tt0201391,nm0001337,Roswell,1999,7.5,"Drama, Mystery, Romance, Sci-Fi, Thriller"
tt0267891,nm0001337,The Ringer,2005,5.8,"Comedy, Sport"
tt2802136,nm0001337,Home Sweet Hell,2015,5.5,"Comedy, Crime, Thriller"
tt0345591,nm0001337,Love Comes Softly,2003,7.2,"Drama, Family, Romance, Western"
tt0114781,nm0001337,Under Siege 2: Dark Territory,1995,5.6,"Action, Adventure, Thriller"
tt0242998,nm0001337,Valentine,2001,4.9,"Horror, Mystery, Thriller"
tt1931435,nm0001337,The Big Wedding,2013,5.6,"Comedy, Drama, Romance"
tt0110612,nm0001337,My Father the Hero,1994,5.5,"Comedy, Romance"
tt1842530,nm0001337,Unforgettable,2017,5.1,"Crime, Drama, Mystery"
tt1821658,nm0001337,The Nut Job,2014,5.7,"Animation, Adventure, Comedy, Crime, Family"
tt1598822,nm0001337,New Year's Eve,2011,5.6,"Comedy, Romance"
tt3270108,nm0001337,Jackie & Ryan,2014,5.9,"Drama, Family, Music, Romance"
