Const,Name,Year
nm0000173,Special Award,2002
nm0000173,ShoWest Award,1992
nm0000173,BAFTA Film Award,2003
nm0000173,AFI Award,1987
nm0000173,Logie,1988
nm0000173,Silver Logie,1990
nm0000173,Logie,1990
nm0000173,Golden Satellite Award,2002
nm0000173,Chairman's Award,2005
nm0000173,Special Achievement Award,2009
nm0000173,Blockbuster Entertainment Award,2000
nm0000173,Saturn Award,2002
nm0000173,Empire Award,1996
nm0000173,Empire Award,2002
nm0000173,Golden Space Needle Award,1995
nm0000173,MTV Movie Award,2002
nm0000173,MTV Movie Award,2002
nm0000173,Cinema Vanguard Award,2011
nm0000173,Blockbuster Entertainment Award,1996
nm0000173,Actress of the Year,2001
nm0000173,Truly Moving Sound Award,2010
nm0000173,Cinema for Peace Honorary Award,2013
nm0000173,Gala Tribute Award,2012
nm0000173,CinEuphoria,2014
nm0000173,Outstanding Contribution to World Cinema,2014
nm0000173,Icon Award,2008
nm0000173,Chainsaw Award,2002
nm0000173,OFTA Film Award,2002
nm0000173,Critics Award,2005
nm0000173,Audience Award,2005
nm0000173,Jupiter Award,2004
nm0000173,WIN Award,2012
nm0000173,Fright Meter Award,2001
nm0000173,IOMA,2003
nm0000173,Icon Award,2002
nm0000173,Huading Award,2013
nm0000173,AFCA Award,2014
nm0000173,WFCC Award,2006
nm0000173,ACCA,2001
nm0000173,Golden Schmoes,2001
nm0000173,Golden Schmoes,2001
nm0000173,Davis Award,2001
nm0000173,Woman of the Year,2004
nm0000173,ACCA,2002
nm0000173,Crystal Award,2015
nm0000173,Halfway Award,2013
nm0000173,Harper's Bazaar Award,2015
nm0000173,Gold Derby Film Award,2003
nm0000173,Jury Prize,2012
nm0000173,Yoga Award,2008
nm0000173,CinEuphoria,2016
nm0000173,Mill Valley Film Festival Award,2016
nm0000173,Hollywood Film Award,2016
nm0000173,International Star Award,2017
nm0000173,AACTA International Award,2017
nm0000173,Capri Supporting Actress Award,2016
nm0000173,Golden Camera,2017
nm0000173,CinEuphoria,2017
nm0000173,70th Anniversary Prize,2017
nm0000173,Primetime Emmy,2017
nm0000173,Gold Derby TV Award,2017
nm0000173,Primetime Emmy,2017
nm0000173,Tribute Award,2017
nm0000173,Golden Globe,2018
nm0000173,AACTA Award,2017
nm0000173,Outstanding Work in Cinema Award,2017
nm0000173,Satellite Award,2018
nm0000173,Critics Choice Award,2018
nm0124930,MTV Movie Award,2007
nm0124930,Action Movie Star of the Year,2007
nm0124930,Yoga Award,2011
nm0124930,Golden Camera,2016
nm0124930,Voice Arts Award,2019
nm0124930,Capri Breakout Actor Award,2004
nm0048932,Logie,1993
nm0048932,Family Television Award,2002
nm0048932,Robert Altman Award,2012
nm0048932,Star on the Walk of Fame,2013
nm0048932,Trailblazer Award,2017
nm0048932,ADG Award,2018
nm0048932,AACTA Award,2018
nm0048932,FCCA Award,2019
nm0048932,FCCA Award,2019
nm0048932,FCCA Award,2024
nm0000139,CFCA Award,2002
nm0000139,BSFC Award,2001
nm0000139,NYFCC Award,1998
nm0000139,ShoWest Award,1996
nm0000139,Blockbuster Entertainment Award,2000
nm0000139,ALMA Award,1998
nm0000139,ALMA Award,2000
nm0000139,MTV Movie Award,1999
nm0000139,Blockbuster Entertainment Award,1998
nm0000139,Wannabe Award,2008
nm0000139,American Comedy Award,1999
nm0000139,Teen Choice Award,1999
nm0000139,People's Choice Award,2007
nm0000139,Imagen Award,2004
nm0000139,MTV Movie Award,2001
nm0000139,MTV Movie Award,2001
nm0000139,Blockbuster Entertainment Award,1999
nm0000139,Blockbuster Entertainment Award,2001
nm0000139,Teen Choice Award,2011
nm0000139,Star on the Walk of Fame,2009
nm0000139,CinemaCon Award,2011
nm0000139,EDA Special Mention Award,2013
nm0000139,OFTA Film Award,1998
nm0000139,Jupiter Award,2012
nm0000139,Icon Award,2001
nm0000139,EDA Special Mention Award,2015
nm0000139,Razzie Award,2015
nm0000139,Stinker Award,2002
nm0000139,Blimp Award,2001
nm0001337,ShoWest Award,2010
nm0001337,Primetime Emmy,2007
nm0001337,Camie,2003
nm0001337,Camie,2005
nm0001337,People's Choice Award,2008
nm0001337,People's Choice Award,2010
nm0001337,Satellite Award,2006
nm0001337,Actor,2007
nm0001337,EDA Special Mention Award,2013
nm0001337,Gold Derby TV Award,2009
